Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
MSI,Intel i5,32.0,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,10.5,1.87,Linux,2934.98
Microsoft,Intel i7,4.0,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,9.5,2.66,FreeDOS,1815.77
HP,Intel i9,8.0,2TB SSD,Nvidia RTX 3080,15.6,1366x768,7.0,2.88,Windows,1593.48
Asus,AMD Ryzen 7,8.0,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,7.4,2.19,FreeDOS,1605.59
HP,AMD Ryzen 7,16.0,1TB HDD,Integrated,13.3,1920x1080,11.6,1.67,macOS,944.05
Lenovo,AMD Ryzen 3,64.0,1TB HDD,Nvidia RTX 3060,17.3,1366x768,6.4,2.19,macOS,1552.43
Apple,AMD Ryzen 9,32.0,512GB SSD,AMD Radeon RX 6800,13.3,3840x2160,7.2,2.31,FreeDOS,6381.2
Microsoft,Intel i3,16.0,512GB SSD,Nvidia RTX 2060,17.3,1366x768,4.7,1.88,Linux,965.4
Microsoft,AMD Ryzen 3,4.0,512GB SSD,Nvidia RTX 3080,14.0,3840x2160,10.2,2.02,Windows,1334.65
HP,Intel i3,16.0,2TB SSD,Nvidia GTX 1650,17.3,1920x1080,9.0,3.29,macOS,1205.37
Razer,AMD Ryzen 5,16.0,2TB SSD,Nvidia GTX 1650,15.6,3840x2160,7.7,1.29,macOS,3033.38
Acer,AMD Ryzen 5,64.0,512GB SSD,Integrated,16.0,1366x768,7.6,3.35,Linux,1343.25
Microsoft,Intel i9,32.0,1TB SSD,Nvidia RTX 2060,16.0,1920x1080,9.5,3.08,Windows,2926.93
Dell,AMD Ryzen 5,16.0,256GB SSD,Nvidia RTX 3060,14.0,2560x1440,9.1,3.22,FreeDOS,1468.42
Razer,Intel i9,32.0,2TB SSD,Nvidia RTX 3080,15.6,1366x768,8.6,1.35,Linux,3368.86
Apple,AMD Ryzen 5,64.0,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,10.8,1.76,FreeDOS,3808.33
Lenovo,AMD Ryzen 3,64.0,1TB SSD,AMD Radeon RX 6600,14.0,2560x1440,7.1,3.09,Linux,2387.79
Asus,Intel i5,4.0,2TB SSD,Nvidia GTX 1650,13.3,2560x1440,5.5,2.31,Linux,1150.09
Asus,AMD Ryzen 3,4.0,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,11.5,2.17,Linux,1416.92
MSI,Intel i5,32.0,2TB SSD,AMD Radeon RX 6600,17.3,2560x1440,4.0,1.42,macOS,2922.39
Lenovo,Intel i7,4.0,1TB SSD,Nvidia GTX 1650,13.3,2560x1440,10.0,1.95,FreeDOS,1498.68
Dell,AMD Ryzen 5,32.0,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,7.0,2.12,Windows,2442.82
MSI,AMD Ryzen 5,64.0,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,11.8,2.67,Windows,4206.76
Apple,AMD Ryzen 5,8.0,512GB SSD,Nvidia RTX 3060,15.6,1920x1080,4.9,2.47,Linux,1593.8
Dell,AMD Ryzen 7,32.0,256GB SSD,Nvidia GTX 1650,17.3,1366x768,10.4,2.97,Windows,1899.02
MSI,AMD Ryzen 7,4.0,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,6.1,2.88,Windows,1221.33
Apple,Intel i3,32.0,256GB SSD,Nvidia RTX 2060,16.0,1366x768,10.1,2.02,Windows,1940.32
Microsoft,AMD Ryzen 9,8.0,512GB SSD,Nvidia GTX 1650,13.3,1366x768,11.9,1.68,FreeDOS,1354.61
Razer,AMD Ryzen 9,8.0,1TB SSD,Nvidia RTX 3060,14.0,1366x768,7.3,1.35,Windows,2080.23
Acer,AMD Ryzen 7,64.0,1TB HDD,Nvidia RTX 3080,16.0,1366x768,10.7,2.69,Windows,2346.55
Asus,Intel i9,16.0,1TB HDD,Integrated,15.6,1920x1080,7.0,1.82,macOS,1111.89
Dell,Intel i3,16.0,256GB SSD,Integrated,16.0,2560x1440,10.4,1.42,Linux,828.56
Razer,Intel i5,4.0,2TB SSD,Integrated,16.0,2560x1440,8.1,1.23,Windows,1124.74
MSI,AMD Ryzen 3,32.0,1TB SSD,AMD Radeon RX 6600,17.3,3840x2160,7.4,1.48,Windows,3069.41
Microsoft,AMD Ryzen 3,32.0,256GB SSD,Nvidia RTX 3080,15.6,3840x2160,7.6,1.44,FreeDOS,2306.54
Lenovo,AMD Ryzen 3,16.0,1TB SSD,Nvidia GTX 1650,15.6,1920x1080,6.5,1.8,FreeDOS,986.2
Lenovo,Intel i9,8.0,1TB SSD,Integrated,13.3,2560x1440,8.0,2.55,FreeDOS,1285.0
HP,Intel i7,64.0,1TB HDD,AMD Radeon RX 6800,17.3,1366x768,5.0,2.34,Linux,2293.57
Apple,Intel i3,16.0,1TB HDD,Nvidia RTX 2060,16.0,2560x1440,10.6,1.73,FreeDOS,1757.96
Dell,Intel i7,8.0,2TB SSD,AMD Radeon RX 6800,16.0,1920x1080,10.4,3.18,Linux,1433.42
HP,Intel i9,4.0,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,11.7,2.43,Linux,2031.85
Acer,Intel i3,8.0,1TB SSD,Integrated,14.0,3840x2160,8.3,2.61,FreeDOS,992.14
Razer,Intel i3,4.0,512GB SSD,Nvidia RTX 3060,17.3,1920x1080,9.5,1.89,macOS,1173.52
Samsung,Intel i9,64.0,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,9.4,2.49,FreeDOS,5414.21
Samsung,Intel i9,16.0,1TB HDD,Nvidia RTX 3080,16.0,1366x768,4.7,2.65,macOS,1437.46
Microsoft,AMD Ryzen 5,4.0,1TB HDD,Nvidia RTX 2060,16.0,1366x768,10.6,2.16,FreeDOS,591.1
Razer,Intel i7,16.0,1TB SSD,AMD Radeon RX 6600,14.0,1920x1080,11.4,3.14,Windows,2124.34
Acer,Intel i5,4.0,512GB SSD,Integrated,17.3,3840x2160,8.1,1.69,FreeDOS,970.74
Apple,AMD Ryzen 7,16.0,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,6.7,1.94,Linux,3198.93
Samsung,AMD Ryzen 5,16.0,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,5.2,2.77,Windows,1494.89
Asus,Intel i3,64.0,256GB SSD,AMD Radeon RX 6600,17.3,1366x768,4.2,2.96,FreeDOS,1784.72
Apple,Intel i9,32.0,256GB SSD,Nvidia RTX 3080,17.3,1366x768,9.2,3.04,Windows,3549.46
Acer,AMD Ryzen 5,64.0,512GB SSD,AMD Radeon RX 6800,14.0,1920x1080,10.1,1.99,Windows,2372.46
Asus,Intel i5,8.0,2TB SSD,Nvidia GTX 1650,17.3,1920x1080,10.2,3.48,Windows,999.33
Samsung,Intel i9,32.0,1TB SSD,AMD Radeon RX 6800,17.3,3840x2160,8.4,3.43,FreeDOS,4845.65
Samsung,Intel i7,8.0,256GB SSD,AMD Radeon RX 6600,16.0,3840x2160,5.7,2.99,macOS,2305.58
Microsoft,AMD Ryzen 7,4.0,1TB SSD,Integrated,17.3,2560x1440,7.3,2.04,macOS,1096.49
Samsung,Intel i9,8.0,1TB HDD,Nvidia RTX 2060,16.0,1920x1080,4.9,2.78,FreeDOS,1582.0
Asus,Intel i7,64.0,1TB HDD,Nvidia GTX 1650,15.6,1920x1080,7.6,3.1,FreeDOS,2638.58
Lenovo,AMD Ryzen 5,8.0,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,4.5,2.67,macOS,951.88
Lenovo,Intel i5,4.0,1TB HDD,Integrated,13.3,3840x2160,9.0,1.2,Windows,727.12
HP,AMD Ryzen 3,16.0,1TB HDD,Nvidia GTX 1650,15.6,1920x1080,9.0,2.11,FreeDOS,874.98
Apple,Intel i5,8.0,512GB SSD,Nvidia RTX 3060,16.0,2560x1440,8.6,1.43,macOS,1939.81
Microsoft,AMD Ryzen 7,64.0,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,7.8,1.84,FreeDOS,4121.27
HP,Intel i9,64.0,512GB SSD,Nvidia RTX 2060,15.6,1920x1080,8.0,1.67,macOS,4381.4
Samsung,AMD Ryzen 7,8.0,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,12.0,2.58,Linux,1777.43
Microsoft,AMD Ryzen 7,64.0,256GB SSD,Nvidia GTX 1650,14.0,3840x2160,9.9,3.27,Linux,5043.04
Microsoft,Intel i5,8.0,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,10.0,3.4,FreeDOS,1619.57
HP,AMD Ryzen 7,32.0,256GB SSD,Nvidia RTX 3080,13.3,2560x1440,10.4,1.71,FreeDOS,2479.44
HP,Intel i3,8.0,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,4.3,2.28,Linux,674.38
Asus,AMD Ryzen 5,32.0,1TB HDD,Nvidia GTX 1650,14.0,1920x1080,4.2,1.89,Windows,1276.08
Dell,Intel i5,16.0,1TB HDD,AMD Radeon RX 6800,17.3,2560x1440,12.0,2.31,macOS,1269.62
Apple,Intel i7,4.0,2TB SSD,Nvidia GTX 1650,16.0,2560x1440,5.6,2.82,Linux,2236.55
MSI,AMD Ryzen 9,8.0,1TB HDD,Nvidia RTX 3080,17.3,1920x1080,11.9,2.9,FreeDOS,1863.84
Razer,Intel i9,16.0,1TB SSD,Nvidia RTX 2060,14.0,2560x1440,5.8,2.3,Linux,3413.65
HP,Intel i7,64.0,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,7.4,1.86,macOS,4813.98
Asus,AMD Ryzen 7,64.0,1TB HDD,Nvidia GTX 1650,17.3,3840x2160,7.8,2.92,Linux,4522.56
Razer,AMD Ryzen 5,8.0,256GB SSD,Integrated,14.0,2560x1440,4.9,2.61,FreeDOS,1168.78
Samsung,Intel i7,4.0,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,5.8,3.21,FreeDOS,1207.64
Razer,Intel i7,4.0,512GB SSD,AMD Radeon RX 6800,15.6,2560x1440,10.9,3.18,Linux,2028.36
Apple,Intel i3,8.0,512GB SSD,Integrated,17.3,3840x2160,9.3,3.14,Linux,1598.3
Microsoft,AMD Ryzen 7,64.0,1TB HDD,Nvidia RTX 2060,14.0,2560x1440,7.5,1.54,macOS,3091.78
Dell,Intel i3,16.0,256GB SSD,AMD Radeon RX 6800,17.3,2560x1440,7.3,1.21,FreeDOS,1316.91
Dell,Intel i7,32.0,256GB SSD,Integrated,17.3,2560x1440,9.8,1.65,Linux,1698.56
Microsoft,Intel i9,4.0,256GB SSD,AMD Radeon RX 6600,16.0,1920x1080,6.8,2.17,Linux,1519.31
Lenovo,AMD Ryzen 5,32.0,512GB SSD,Nvidia RTX 3060,14.0,1920x1080,5.1,3.08,Linux,1569.87
HP,Intel i3,64.0,512GB SSD,Nvidia RTX 2060,15.6,2560x1440,8.8,1.41,Windows,2766.76
Apple,Intel i9,32.0,512GB SSD,AMD Radeon RX 6800,13.3,2560x1440,5.3,1.8,Linux,4783.35
MSI,AMD Ryzen 5,4.0,1TB SSD,AMD Radeon RX 6600,15.6,1920x1080,5.4,2.98,macOS,1196.86
Dell,AMD Ryzen 9,4.0,2TB SSD,Nvidia RTX 2060,13.3,2560x1440,11.1,3.35,macOS,1814.45
Lenovo,Intel i9,32.0,2TB SSD,Nvidia RTX 3080,13.3,3840x2160,11.7,2.95,Linux,4228.47
Acer,AMD Ryzen 5,4.0,1TB SSD,Nvidia RTX 3080,16.0,1366x768,8.7,3.34,FreeDOS,906.73
Apple,Intel i5,16.0,1TB SSD,Integrated,17.3,1366x768,11.0,1.68,Linux,1107.32
Dell,AMD Ryzen 3,16.0,1TB SSD,Nvidia GTX 1650,13.3,1920x1080,9.3,3.07,Windows,962.04
Dell,Intel i7,16.0,256GB SSD,AMD Radeon RX 6800,17.3,2560x1440,10.7,3.21,Windows,2189.35
Apple,Intel i9,32.0,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,6.1,1.73,macOS,6463.3
Apple,AMD Ryzen 5,32.0,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,6.3,1.33,FreeDOS,2551.98
Apple,AMD Ryzen 3,32.0,512GB SSD,Integrated,14.0,2560x1440,11.2,1.58,Linux,1744.55
Acer,AMD Ryzen 9,64.0,1TB SSD,AMD Radeon RX 6800,17.3,1920x1080,9.6,1.96,FreeDOS,4372.74
Dell,Intel i3,4.0,1TB HDD,Integrated,17.3,1366x768,5.3,3.33,macOS,342.89
Microsoft,AMD Ryzen 7,32.0,256GB SSD,Integrated,17.3,1920x1080,9.2,1.5,FreeDOS,1432.95
MSI,Intel i5,4.0,512GB SSD,Integrated,14.0,1366x768,6.5,1.32,FreeDOS,724.85
Asus,Intel i3,32.0,1TB SSD,Nvidia GTX 1650,16.0,3840x2160,8.5,3.26,FreeDOS,2558.37
Razer,AMD Ryzen 9,32.0,256GB SSD,Nvidia RTX 3060,13.3,3840x2160,9.6,3.34,macOS,6217.39
Apple,AMD Ryzen 3,8.0,1TB HDD,Nvidia RTX 3080,17.3,1366x768,4.7,1.74,macOS,946.44
Razer,AMD Ryzen 9,8.0,2TB SSD,Nvidia RTX 3080,16.0,1920x1080,6.8,1.78,macOS,2555.51
Acer,AMD Ryzen 7,64.0,1TB SSD,Nvidia RTX 3060,15.6,2560x1440,4.0,1.26,Windows,4049.04
MSI,Intel i7,16.0,512GB SSD,Integrated,17.3,1920x1080,7.5,3.4,FreeDOS,1358.71
Lenovo,Intel i5,32.0,1TB HDD,AMD Radeon RX 6800,17.3,2560x1440,11.4,2.13,Windows,1829.83
Microsoft,Intel i3,8.0,512GB SSD,Nvidia GTX 1650,15.6,2560x1440,5.1,3.13,Linux,1044.24
Lenovo,Intel i9,8.0,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,8.9,2.28,Linux,1595.59
Samsung,Intel i3,64.0,1TB HDD,Nvidia GTX 1650,15.6,1920x1080,8.6,2.8,Windows,1972.84
MSI,Intel i5,16.0,512GB SSD,Nvidia RTX 3060,14.0,2560x1440,7.8,2.25,macOS,2003.04
MSI,AMD Ryzen 7,16.0,1TB HDD,Nvidia GTX 1650,16.0,1366x768,5.9,2.09,macOS,1413.62
Apple,AMD Ryzen 3,4.0,256GB SSD,Integrated,17.3,1920x1080,5.7,2.43,macOS,940.75
Apple,Intel i5,32.0,1TB SSD,Nvidia RTX 2060,16.0,3840x2160,6.3,1.89,Linux,4227.94
Samsung,AMD Ryzen 9,8.0,256GB SSD,Nvidia RTX 2060,15.6,1920x1080,4.4,3.23,macOS,1947.59
Razer,Intel i7,32.0,2TB SSD,Nvidia RTX 3060,15.6,3840x2160,11.4,1.51,macOS,4941.12
Dell,Intel i7,16.0,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,10.0,2.48,Linux,2762.0
HP,Intel i5,8.0,512GB SSD,Integrated,17.3,1366x768,7.6,1.6,Linux,695.8
Samsung,AMD Ryzen 7,4.0,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,4.3,3.23,macOS,1874.58
HP,AMD Ryzen 5,4.0,256GB SSD,Nvidia RTX 3080,14.0,3840x2160,11.3,2.73,macOS,1553.08
Acer,Intel i9,8.0,1TB HDD,Nvidia RTX 3080,13.3,3840x2160,10.5,2.82,Windows,2187.04
Microsoft,Intel i7,64.0,512GB SSD,Integrated,13.3,2560x1440,8.1,1.21,Windows,2377.89
Lenovo,AMD Ryzen 7,4.0,2TB SSD,Nvidia GTX 1650,17.3,1920x1080,11.2,1.86,Linux,1252.87
Asus,Intel i7,16.0,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,6.2,1.84,Windows,1930.11
Dell,AMD Ryzen 9,16.0,256GB SSD,AMD Radeon RX 6600,13.3,1920x1080,4.3,3.33,FreeDOS,2046.06
Dell,Intel i5,32.0,1TB SSD,Nvidia GTX 1650,15.6,3840x2160,4.6,2.36,macOS,2912.83
Lenovo,Intel i3,16.0,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,10.9,2.26,Linux,1741.0
Asus,Intel i3,4.0,256GB SSD,Nvidia RTX 3080,17.3,3840x2160,6.4,2.22,Windows,1377.87
Dell,Intel i9,16.0,1TB SSD,Nvidia GTX 1650,13.3,1366x768,4.3,3.35,FreeDOS,1694.2
Samsung,AMD Ryzen 5,32.0,1TB SSD,AMD Radeon RX 6800,16.0,3840x2160,9.8,3.02,Linux,2780.54
Apple,Intel i7,16.0,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,11.0,3.42,Linux,3841.87
Samsung,AMD Ryzen 3,16.0,1TB HDD,Nvidia RTX 2060,15.6,1366x768,9.7,2.64,Windows,904.14
Dell,AMD Ryzen 5,16.0,256GB SSD,Integrated,16.0,1920x1080,11.1,3.05,Windows,789.78
Asus,AMD Ryzen 3,8.0,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,7.4,2.4,Linux,1158.44
Microsoft,AMD Ryzen 7,16.0,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,7.9,2.67,FreeDOS,2014.53
Dell,AMD Ryzen 7,32.0,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,5.8,2.51,Windows,1333.99
HP,AMD Ryzen 9,4.0,256GB SSD,AMD Radeon RX 6800,17.3,1920x1080,4.7,3.22,macOS,1757.71
Dell,AMD Ryzen 3,32.0,1TB HDD,AMD Radeon RX 6800,17.3,3840x2160,7.5,1.64,FreeDOS,2083.42
MSI,AMD Ryzen 9,16.0,256GB SSD,Nvidia RTX 3080,15.6,1920x1080,8.8,2.16,FreeDOS,2790.37
MSI,AMD Ryzen 5,8.0,2TB SSD,Nvidia RTX 3060,16.0,3840x2160,6.1,2.6,macOS,2431.46
Razer,AMD Ryzen 3,8.0,512GB SSD,Nvidia GTX 1650,17.3,3840x2160,5.3,3.45,Linux,2202.38
HP,AMD Ryzen 7,4.0,1TB HDD,AMD Radeon RX 6600,15.6,3840x2160,4.6,1.59,macOS,1605.66
Dell,AMD Ryzen 9,4.0,256GB SSD,Nvidia RTX 2060,14.0,1366x768,5.1,2.81,FreeDOS,1380.23
Asus,Intel i9,64.0,1TB HDD,Nvidia RTX 2060,13.3,2560x1440,9.9,2.06,macOS,3996.4
Acer,AMD Ryzen 7,16.0,1TB SSD,Nvidia RTX 3060,13.3,1920x1080,4.2,1.87,FreeDOS,1541.34
Asus,AMD Ryzen 5,8.0,256GB SSD,Nvidia RTX 2060,16.0,3840x2160,11.1,2.15,Windows,1843.65
Samsung,Intel i7,32.0,256GB SSD,Nvidia GTX 1650,15.6,2560x1440,8.0,2.4,Linux,2865.36
Lenovo,AMD Ryzen 7,32.0,1TB SSD,Nvidia GTX 1650,13.3,1366x768,8.2,2.05,Windows,1590.89
Acer,Intel i3,4.0,512GB SSD,Nvidia RTX 3080,13.3,2560x1440,10.1,3.32,FreeDOS,843.51
HP,Intel i5,8.0,512GB SSD,Nvidia RTX 3080,14.0,1366x768,8.1,2.7,FreeDOS,1005.91
Razer,AMD Ryzen 9,4.0,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,6.6,1.7,Linux,2210.04
Dell,Intel i7,16.0,1TB HDD,Integrated,15.6,1920x1080,7.9,2.34,Windows,963.41
Apple,AMD Ryzen 9,64.0,2TB SSD,AMD Radeon RX 6800,14.0,3840x2160,7.3,2.12,Windows,9894.06
Microsoft,AMD Ryzen 7,32.0,2TB SSD,AMD Radeon RX 6800,13.3,2560x1440,4.7,2.68,Windows,2363.24
Apple,Intel i9,4.0,1TB SSD,Nvidia GTX 1650,15.6,2560x1440,6.5,2.7,Windows,3129.75
Dell,Intel i7,64.0,256GB SSD,Integrated,16.0,1920x1080,4.8,2.92,macOS,2296.75
Acer,AMD Ryzen 9,8.0,512GB SSD,Nvidia RTX 2060,15.6,3840x2160,6.2,2.39,Windows,3048.41
Apple,AMD Ryzen 3,4.0,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,6.1,1.56,Linux,2081.9
Asus,AMD Ryzen 9,8.0,1TB HDD,AMD Radeon RX 6600,13.3,1366x768,8.7,2.05,Linux,1278.28
Dell,AMD Ryzen 9,4.0,256GB SSD,Nvidia RTX 2060,13.3,3840x2160,10.6,3.48,macOS,2504.64
Acer,AMD Ryzen 5,64.0,256GB SSD,AMD Radeon RX 6600,16.0,1920x1080,6.8,2.98,FreeDOS,2685.89
Apple,AMD Ryzen 9,4.0,256GB SSD,Integrated,14.0,1366x768,10.8,1.69,FreeDOS,1392.03
Apple,Intel i5,4.0,1TB SSD,Nvidia RTX 2060,13.3,1366x768,10.2,2.95,FreeDOS,1244.65
MSI,AMD Ryzen 7,4.0,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,6.1,1.21,FreeDOS,2499.41
Apple,Intel i9,8.0,2TB SSD,Integrated,17.3,1920x1080,6.7,1.32,Linux,1723.11
Dell,Intel i7,16.0,512GB SSD,Nvidia RTX 2060,14.0,1366x768,5.4,1.99,Linux,1257.84
Razer,AMD Ryzen 5,4.0,1TB HDD,AMD Radeon RX 6600,15.6,1366x768,8.2,2.89,Linux,1069.07
Razer,Intel i5,64.0,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,6.6,2.03,FreeDOS,4505.23
Dell,AMD Ryzen 5,16.0,1TB SSD,Nvidia GTX 1650,16.0,2560x1440,10.2,1.97,macOS,1606.53
MSI,AMD Ryzen 5,16.0,512GB SSD,Nvidia RTX 3080,14.0,2560x1440,5.7,2.21,FreeDOS,2077.59
Apple,AMD Ryzen 5,4.0,256GB SSD,Nvidia RTX 3080,13.3,2560x1440,5.3,1.2,macOS,1664.92
Acer,Intel i5,4.0,1TB SSD,AMD Radeon RX 6600,15.6,2560x1440,11.1,1.31,Windows,1361.63
Asus,AMD Ryzen 5,8.0,2TB SSD,Nvidia GTX 1650,17.3,1920x1080,5.9,3.12,macOS,1149.42
Acer,AMD Ryzen 5,32.0,1TB SSD,Nvidia RTX 3080,13.3,1920x1080,7.0,2.15,macOS,1735.19
MSI,Intel i5,8.0,1TB HDD,Nvidia GTX 1650,15.6,1366x768,5.3,1.57,FreeDOS,1059.56
Acer,Intel i9,64.0,2TB SSD,AMD Radeon RX 6600,15.6,3840x2160,10.3,2.29,FreeDOS,7060.47
Lenovo,AMD Ryzen 3,32.0,1TB SSD,AMD Radeon RX 6600,17.3,3840x2160,8.6,3.11,Windows,2445.32
MSI,Intel i9,4.0,1TB SSD,Nvidia RTX 3060,15.6,3840x2160,7.8,1.8,Linux,3448.37
Lenovo,Intel i3,4.0,2TB SSD,Integrated,15.6,2560x1440,6.9,2.99,macOS,808.62
HP,Intel i7,4.0,1TB SSD,Integrated,17.3,3840x2160,7.6,2.61,Linux,1461.29
HP,AMD Ryzen 7,4.0,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,8.6,1.82,Linux,897.42
MSI,AMD Ryzen 5,8.0,512GB SSD,Nvidia RTX 3080,13.3,1920x1080,9.0,3.49,FreeDOS,1442.55
Acer,Intel i5,32.0,2TB SSD,AMD Radeon RX 6800,15.6,2560x1440,7.5,2.31,Linux,2159.24
Samsung,Intel i9,64.0,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,7.8,1.69,Linux,3305.14
Acer,Intel i3,16.0,1TB HDD,Nvidia GTX 1650,13.3,1366x768,11.4,2.44,Linux,575.81
Acer,AMD Ryzen 3,16.0,256GB SSD,Nvidia RTX 3080,15.6,3840x2160,5.9,2.88,FreeDOS,1978.45
Acer,AMD Ryzen 5,8.0,256GB SSD,Integrated,17.3,1920x1080,5.6,2.84,Linux,759.14
Acer,Intel i5,4.0,1TB SSD,Integrated,15.6,3840x2160,11.6,1.74,macOS,1115.37
MSI,AMD Ryzen 7,64.0,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,4.9,3.35,FreeDOS,4116.6
Acer,AMD Ryzen 9,8.0,2TB SSD,Nvidia RTX 3060,13.3,2560x1440,9.7,3.2,Linux,2208.99
Microsoft,Intel i7,8.0,1TB HDD,Integrated,15.6,3840x2160,9.9,2.73,macOS,1413.28
Lenovo,Intel i5,8.0,512GB SSD,AMD Radeon RX 6600,14.0,3840x2160,4.2,3.21,FreeDOS,1580.86
Acer,Intel i9,16.0,512GB SSD,Nvidia GTX 1650,17.3,2560x1440,9.5,2.93,FreeDOS,2838.9
Apple,Intel i9,4.0,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,10.4,1.55,Windows,1819.97
Dell,AMD Ryzen 5,32.0,1TB HDD,AMD Radeon RX 6600,14.0,2560x1440,11.8,2.38,Windows,1629.14
Acer,Intel i9,32.0,1TB HDD,AMD Radeon RX 6800,17.3,2560x1440,4.5,2.67,FreeDOS,3044.92
Dell,Intel i7,64.0,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,4.3,3.4,FreeDOS,3158.21
Dell,Intel i5,64.0,256GB SSD,Nvidia GTX 1650,16.0,1366x768,7.6,2.55,FreeDOS,2099.6
Samsung,Intel i3,4.0,2TB SSD,Nvidia RTX 3080,13.3,3840x2160,10.8,1.51,Windows,1236.18
Dell,Intel i5,4.0,1TB SSD,Nvidia GTX 1650,16.0,1366x768,10.9,1.73,Windows,932.99
Acer,AMD Ryzen 9,32.0,2TB SSD,AMD Radeon RX 6800,16.0,2560x1440,10.6,2.03,Linux,3728.24
Lenovo,Intel i5,16.0,1TB HDD,Nvidia RTX 3060,16.0,3840x2160,6.3,1.63,macOS,1703.56
Asus,Intel i3,64.0,512GB SSD,Integrated,17.3,2560x1440,9.5,3.03,macOS,1939.31
Lenovo,AMD Ryzen 7,8.0,256GB SSD,Nvidia RTX 3060,14.0,1366x768,6.2,1.8,Linux,1039.43
Apple,AMD Ryzen 9,4.0,1TB SSD,Nvidia RTX 3060,14.0,1920x1080,4.1,2.73,FreeDOS,2111.97
HP,AMD Ryzen 3,64.0,256GB SSD,Integrated,15.6,2560x1440,5.1,2.29,Linux,1954.47
Lenovo,AMD Ryzen 3,64.0,256GB SSD,AMD Radeon RX 6600,14.0,2560x1440,7.3,3.24,FreeDOS,2450.79
Lenovo,AMD Ryzen 5,32.0,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,7.0,1.86,Windows,1554.94
Microsoft,Intel i5,32.0,256GB SSD,AMD Radeon RX 6600,17.3,1920x1080,9.9,1.61,FreeDOS,1772.21
Razer,Intel i9,32.0,512GB SSD,Nvidia GTX 1650,17.3,1920x1080,7.5,2.26,Windows,4102.97
Razer,Intel i7,32.0,512GB SSD,Integrated,14.0,3840x2160,10.8,1.38,macOS,3071.18
Apple,AMD Ryzen 7,32.0,1TB HDD,AMD Radeon RX 6600,15.6,1920x1080,10.5,2.02,macOS,2703.28
Dell,Intel i3,8.0,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,7.7,1.67,macOS,785.81
Acer,AMD Ryzen 3,16.0,512GB SSD,Nvidia GTX 1650,14.0,3840x2160,8.3,2.74,Windows,1556.87
Microsoft,Intel i9,32.0,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,9.0,1.63,macOS,4835.58
Lenovo,AMD Ryzen 5,32.0,2TB SSD,Nvidia RTX 3060,16.0,1366x768,9.0,1.93,Linux,1329.96
Microsoft,AMD Ryzen 9,8.0,2TB SSD,AMD Radeon RX 6600,14.0,3840x2160,6.0,2.27,Windows,2800.95
Acer,AMD Ryzen 3,8.0,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,4.8,2.89,macOS,776.64
MSI,Intel i3,64.0,1TB HDD,AMD Radeon RX 6600,13.3,1366x768,9.1,2.68,FreeDOS,1921.28
Razer,Intel i7,16.0,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,7.2,2.31,FreeDOS,1704.99
Microsoft,Intel i3,64.0,512GB SSD,Integrated,13.3,2560x1440,8.9,2.12,Linux,1771.56
